run_id,method,model_name,dataset,task_type,rank,alpha,dropout,seed,epoch,step,eval_loss,accuracy,macro_f1,weighted_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,source,implementation,is_final_only,rank_label,method_rank
official_lora_r16_seed98_1781763077,lora,vinai/phobert-base-v2,data/uit_vion/subset.csv,single_label,16.0,32.0,0.05,98,5.0,6500,,0.8046153846153846,0.8037156964428329,0.8037156964428329,,,,official_final_only,official,True,16,lora / 16
official_lora_r16_seed99_1781764987,lora,vinai/phobert-base-v2,data/uit_vion/subset.csv,single_label,16.0,32.0,0.05,99,5.0,6500,,0.8034615384615384,0.8031918540942544,0.8031918540942545,,,,official_final_only,official,True,16,lora / 16
lora_r8_seed97_1781723738,lora,vinai/phobert-base-v2,data/uit_vion/subset.csv,single_label,8.0,16.0,0.05,97,1.0,1300,0.7474404573440552,0.775,0.7736856038839106,0.7736856038839108,2.0949,1241.101,39.142,notebook_cell_7_section_1,custom,False,8,lora / 8
lora_r8_seed97_1781723738,lora,vinai/phobert-base-v2,data/uit_vion/subset.csv,single_label,8.0,16.0,0.05,97,2.0,2600,0.7069472074508667,0.7853846153846153,0.7849280142324465,0.7849280142324463,1.9873,1308.285,41.261,notebook_cell_7_section_1,custom,False,8,lora / 8
lora_r8_seed97_1781723738,lora,vinai/phobert-base-v2,data/uit_vion/subset.csv,single_label,8.0,16.0,0.05,97,3.0,3900,0.6918893456459045,0.7911538461538462,0.7908260949506782,0.7908260949506781,1.9462,1335.955,42.134,notebook_cell_7_section_1,custom,False,8,lora / 8
lora_r8_seed97_1781723738,lora,vinai/phobert-base-v2,data/uit_vion/subset.csv,single_label,8.0,16.0,0.05,97,4.0,5200,0.6726718544960022,0.796923076923077,0.796368626815718,0.7963686268157181,2.0745,1253.29,39.527,notebook_cell_7_section_1,custom,False,8,lora / 8
lora_r8_seed97_1781723738,lora,vinai/phobert-base-v2,data/uit_vion/subset.csv,single_label,8.0,16.0,0.05,97,5.0,6500,0.6688833236694336,0.8007692307692308,0.8000325401110167,0.8000325401110167,2.0078,1294.981,40.842,notebook_cell_7_section_1,custom,False,8,lora / 8
lora_r8_seed98_1781725591,lora,vinai/phobert-base-v2,data/uit_vion/subset.csv,single_label,8.0,16.0,0.05,98,1.0,1300,0.7484214901924133,0.7803846153846153,0.7788419107918613,0.7788419107918612,1.92,1354.163,42.708,notebook_cell_7_section_6,custom,False,8,lora / 8
lora_r8_seed98_1781725591,lora,vinai/phobert-base-v2,data/uit_vion/subset.csv,single_label,8.0,16.0,0.05,98,2.0,2600,0.7125550508499146,0.7880769230769231,0.7880327971119201,0.7880327971119202,2.1988,1182.478,37.294,notebook_cell_7_section_6,custom,False,8,lora / 8
lora_r8_seed98_1781725591,lora,vinai/phobert-base-v2,data/uit_vion/subset.csv,single_label,8.0,16.0,0.05,98,3.0,3900,0.693777859210968,0.7938461538461539,0.7932520651089564,0.7932520651089563,2.0331,1278.853,40.333,notebook_cell_7_section_6,custom,False,8,lora / 8
